ID	Structure	Status	Total	020-CKT-1-NeuN-1-18-16_16-01.png	026-CKT-1-AB1-42-1-18-16_16-01.png	032-CKT-1-NeuN-1-18-16_16-02.png	035-CKT-1-Thionine-1-18-16-16-02.png	044-CKT-1-NeuN-1-18-16_16-03.png	047-CKT-1-Thionine-1-18-16-16-03.png	050-CKT-1-AB1-42-1-18-16_16-02.png	052-CKT-1-Iba1-1-18-16-16-02.png	053-CKT-1-GFAP-1-18-16-16-02.png	056-CKT-1-NeuN-1-18-16_16-04.png	059-CKT-1-Thionine-1-18-16-16-04.png	068-CKT-1-NeuN-1-18-16_16-05.png	071-CKT-1-Thionine-1-18-16-16-05.png	074-CKT-1-AB1-42-1-18-16_16-03.png	076-CKT-1-Iba1-1-18-16-16-03.png	077-CKT-1-GFAP-1-18-16-16-03.png	080-CKT-1-NeuN-1-18-16_16-06.png	083-CKT-1-Thionine-1-18-16-16-06.png	092-CKT-1-NeuN-1-18-16_16-07.png	095-CKT-1-Thionine-1-18-16-16-07.png	098-CKT-1-AB1-42-1-18-16_16-04.png	100-CKT-1-Iba1-1-18-16-16-04.png	101-CKT-1-GFAP-1-18-16-16-04.png	104-CKT-1-NeuN-1-18-16_16-08.png	107-CKT-1-Thionine-1-18-16-16-08.png	116-CKT-1-NeuN-1-18-16_16-09.png	119-CKT-1-Thionine-1-18-16-16-09.png	122-CKT-1-AB1-42-1-18-16_16-05.png	124-CKT-1-Iba1-1-18-16-16-05.png	125-CKT-1-GFAP-1-18-16-16-05.png	128-CKT-1-NeuN-1-18-16_16-10.png	131-CKT-1-Thionine-1-18-16-16-10.png	140-CKT-1-NeuN-1-18-16_16-11.png	143-CKT-1-Thionine-1-18-16-16-11.png	146-CKT-1-AB1-42-1-18-16_16-06.png	148-CKT-1-Iba1-1-18-16-16-06.png	149-CKT-1-GFAP-1-18-16-16-06.png	152-CKT-1-NeuN-1-18-16_16-12.png	155-CKT-1-Thionine-1-18-16-16-12.png	164-CKT-1-NeuN-1-18-16_16-13.png	167-CKT-1-Thionine-1-18-16-16-13.png	170-CKT-1-AB1-42-1-18-16_16-07.png	172-CKT-1-Iba1-1-18-16-16-07.png	173-CKT-1-GFAP-1-18-16-16-07.png	176-CKT-1-NeuN-1-18-16_16-14.png	179-CKT-1-Thionine-1-18-16-16-14.png	188-CKT-1-NeuN-1-18-16_16-15.png	191-CKT-1-Thionine-1-18-16-16-15.png	194-CKT-1-AB1-42-1-18-16_16-08.png	196-CKT-1-Iba1-1-18-16-16-08.png	197-CKT-1-GFAP-1-18-16-16-08.png	200-CKT-1-NeuN-1-18-16_16-16.png	203-CKT-1-Thionine-1-18-16-16-16.png	212-CKT-1-NeuN-1-18-16_16-17.png	215-CKT-1-Thionine-1-18-16-16-17.png	218-CKT-1-AB1-42-1-18-16_16-09.png	220-CKT-1-Iba1-1-18-16-16-09.png	221-CKT-1-GFAP-1-18-16-16-09.png	224-CKT-1-NeuN-1-18-16_16-18.png	227-CKT-1-Thionine-1-18-16-16-18.png
754	Olfactory tubercle	Damaged	4							0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0																																				
275	Lateral septal complex	N/A	1489											19	64	45	74	100	94	115	90	145	153	116	123	128	96	58	38	20	11																																
275	Lateral septal complex	Accurate	0											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																
275	Lateral septal complex	Inaccurate	0											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																
275	Lateral septal complex	Uncertain	0											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																
275	Lateral septal complex	Damaged	39											0	0	0	0	0	0	0	0	0	0	8	17	0	11	0	3	0	0																																
278	Striatum-like amygdalar nuclei	N/A	1080																								18	25	35	57	54	65	92	91	99	72	83	79	95	86	70	59																					
278	Striatum-like amygdalar nuclei	Accurate	0																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																					
278	Striatum-like amygdalar nuclei	Inaccurate	0																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																					
278	Striatum-like amygdalar nuclei	Uncertain	0																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																					
278	Striatum-like amygdalar nuclei	Damaged	5																								0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0																					
803	Pallidum	N/A	3111										2	16	30	85	105	119	136	169	206	288	222	176	171	195	215	233	132	114	88	91	93	79	68	25	29	1	14	9																							
803	Pallidum	Accurate	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																							
803	Pallidum	Inaccurate	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																							
803	Pallidum	Uncertain	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																							
803	Pallidum	Damaged	49										0	0	0	0	0	0	0	0	4	3	4	1	17	2	12	6	0	0	0	0	0	0	0	0	0	0	0	0																							
343	Brain stem	N/A	0																																																												
343	Brain stem	Accurate	0																																																												
343	Brain stem	Inaccurate	0																																																												
343	Brain stem	Uncertain	0																																																												
343	Brain stem	Damaged	0																																																												
1129	Interbrain	N/A	0																																																												
1129	Interbrain	Accurate	0																																																												
1129	Interbrain	Inaccurate	0																																																												
1129	Interbrain	Uncertain	0																																																												
1129	Interbrain	Damaged	0																																																												
549	Thalamus	N/A	1362																										74	53	42	56	52	67	62	49	65	74	83	94	65	108	88	76	62	44	33	38	31	23	19	1		1	2								
549	Thalamus	Accurate	0																										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0								
549	Thalamus	Inaccurate	0																										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0								
549	Thalamus	Uncertain	0																										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0								
549	Thalamus	Damaged	51																										0	0	4	2	0	3	3	0	3	7	7	6	3	2	4	0	0	0	0	0	0	2	3	1		0	1								
864	Thalamus, sensory-motor cortex related	N/A	0																																																												
864	Thalamus, sensory-motor cortex related	Accurate	0																																																												
864	Thalamus, sensory-motor cortex related	Inaccurate	0																																																												
864	Thalamus, sensory-motor cortex related	Uncertain	0																																																												
864	Thalamus, sensory-motor cortex related	Damaged	0																																																												
637	Ventral group of the dorsal thalamus	N/A	993																													6	10	63	80	99	136	113	125	109	127	101	24																				
637	Ventral group of the dorsal thalamus	Accurate	0																													0	0	0	0	0	0	0	0	0	0	0	0																				
637	Ventral group of the dorsal thalamus	Inaccurate	0																													0	0	0	0	0	0	0	0	0	0	0	0																				
637	Ventral group of the dorsal thalamus	Uncertain	0																													0	0	0	0	0	0	0	0	0	0	0	0																				
637	Ventral group of the dorsal thalamus	Damaged	0																													0	0	0	0	0	0	0	0	0	0	0	0																				
406	Subparafascicular nucleus	N/A	97																																			6			11	8	8	10	9	8	11	6	10	5	5												
406	Subparafascicular nucleus	Accurate	0																																			0			0	0	0	0	0	0	0	0	0	0	0												
406	Subparafascicular nucleus	Inaccurate	0																																			0			0	0	0	0	0	0	0	0	0	0	0												
406	Subparafascicular nucleus	Uncertain	0																																			0			0	0	0	0	0	0	0	0	0	0	0												
406	Subparafascicular nucleus	Damaged	2																																			1			1	0	0	0	0	0	0	0	0	0	0												
609	Subparafascicular area	N/A	9																																							9																					
609	Subparafascicular area	Accurate	0																																							0																					
609	Subparafascicular area	Inaccurate	0																																							0																					
609	Subparafascicular area	Uncertain	0																																							0																					
609	Subparafascicular area	Damaged	0																																							0																					
1044	Peripeduncular nucleus	N/A	6																																													3	3														
1044	Peripeduncular nucleus	Accurate	0																																													0	0														
1044	Peripeduncular nucleus	Inaccurate	0																																													0	0														
1044	Peripeduncular nucleus	Uncertain	0																																													0	0														
1044	Peripeduncular nucleus	Damaged	0																																													0	0														
1008	Geniculate group, dorsal thalamus	N/A	239																																	2	1	4	5	5	12	21	26	25	19	28	29	18	19	9	9	2	0	4	1								
1008	Geniculate group, dorsal thalamus	Accurate	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
1008	Geniculate group, dorsal thalamus	Inaccurate	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
1008	Geniculate group, dorsal thalamus	Uncertain	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
1008	Geniculate group, dorsal thalamus	Damaged	32																																	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	4	5	7	5	4								
856	Thalamus, polymodal association cortex related	N/A	0																																																												
856	Thalamus, polymodal association cortex related	Accurate	0																																																												
856	Thalamus, polymodal association cortex related	Inaccurate	0																																																												
856	Thalamus, polymodal association cortex related	Uncertain	0																																																												
856	Thalamus, polymodal association cortex related	Damaged	0																																																												
138	Lateral group of the dorsal thalamus	N/A	533																																	28	27	46	49	44	71	79	51	25	19	22	31	19	15	3	4												
138	Lateral group of the dorsal thalamus	Accurate	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												
138	Lateral group of the dorsal thalamus	Inaccurate	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												
138	Lateral group of the dorsal thalamus	Uncertain	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												
138	Lateral group of the dorsal thalamus	Damaged	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												
239	Anterior group of the dorsal thalamus	N/A	584																										17	60	59	92	103	80	33	27	35	16	28	27	7																						
239	Anterior group of the dorsal thalamus	Accurate	0																										0	0	0	0	0	0	0	0	0	0	0	0	0																						
239	Anterior group of the dorsal thalamus	Inaccurate	0																										0	0	0	0	0	0	0	0	0	0	0	0	0																						
239	Anterior group of the dorsal thalamus	Uncertain	0																										0	0	0	0	0	0	0	0	0	0	0	0	0																						
239	Anterior group of the dorsal thalamus	Damaged	15																										0	0	0	0	0	2	11	2	0	0	0	0	0																						
444	Medial group of the dorsal thalamus	N/A	786																												8	22	29	57	84	92	123	79	86	86	68	52																					
444	Medial group of the dorsal thalamus	Accurate	0																												0	0	0	0	0	0	0	0	0	0	0	0																					
444	Medial group of the dorsal thalamus	Inaccurate	0																												0	0	0	0	0	0	0	0	0	0	0	0																					
444	Medial group of the dorsal thalamus	Uncertain	0																												0	0	0	0	0	0	0	0	0	0	0	0																					
444	Medial group of the dorsal thalamus	Damaged	2																												0	0	0	2	0	0	0	0	0	0	0	0																					
571	Midline group of the dorsal thalamus	N/A	516																										66	78	102	79	59	19	19	19	14	11	11	14	16	9																					
571	Midline group of the dorsal thalamus	Accurate	0																										0	0	0	0	0	0	0	0	0	0	0	0	0	0																					
571	Midline group of the dorsal thalamus	Inaccurate	0																										0	0	0	0	0	0	0	0	0	0	0	0	0	0																					
571	Midline group of the dorsal thalamus	Uncertain	0																										0	0	0	0	0	0	0	0	0	0	0	0	0	0																					
571	Midline group of the dorsal thalamus	Damaged	41																										0	0	6	0	0	14	6	1	7	0	5	2	0	0																					
51	Intralaminar nuclei of the dorsal thalamus	N/A	319																											2	4	3	8	5	34	33	40	33	51	37	37	8	24																				
51	Intralaminar nuclei of the dorsal thalamus	Accurate	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
51	Intralaminar nuclei of the dorsal thalamus	Inaccurate	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
51	Intralaminar nuclei of the dorsal thalamus	Uncertain	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
51	Intralaminar nuclei of the dorsal thalamus	Damaged	11																											0	3	0	0	6	2	0	0	0	0	0	0	0	0																				
262	Reticular nucleus of the thalamus	N/A	414																										12	35	55	45	55	39	23	24	28	24	20	24	20	10																					
262	Reticular nucleus of the thalamus	Accurate	0																										0	0	0	0	0	0	0	0	0	0	0	0	0	0																					
262	Reticular nucleus of the thalamus	Inaccurate	0																										0	0	0	0	0	0	0	0	0	0	0	0	0	0																					
262	Reticular nucleus of the thalamus	Uncertain	0																										0	0	0	0	0	0	0	0	0	0	0	0	0	0																					
262	Reticular nucleus of the thalamus	Damaged	1																										0	0	0	0	0	0	0	0	0	0	1	0	0	0																					
1014	Geniculate group, ventral thalamus	N/A	116																																	0	1	0	0	2	2	9	28	24	15	16	14	5															
1014	Geniculate group, ventral thalamus	Accurate	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0															
1014	Geniculate group, ventral thalamus	Inaccurate	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0															
1014	Geniculate group, ventral thalamus	Uncertain	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0															
1014	Geniculate group, ventral thalamus	Damaged	5																																	1	0	1	1	0	2	0	0	0	0	0	0	0															
958	Epithalamus	N/A	314																															17	21	29	32	45	43	41	43	41	2																				
958	Epithalamus	Accurate	0																															0	0	0	0	0	0	0	0	0	0																				
958	Epithalamus	Inaccurate	0																															0	0	0	0	0	0	0	0	0	0																				
958	Epithalamus	Uncertain	0																															0	0	0	0	0	0	0	0	0	0																				
958	Epithalamus	Damaged	3																															1	0	0	0	0	0	0	0	1	1																				
1097	Hypothalamus	N/A	4336																		15	125	161	179	155	155	185	164	269	274	210	215	216	171	175	152	161	143	135	153	176	160	163	112	78	83	94	31	26														
1097	Hypothalamus	Accurate	0																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														
1097	Hypothalamus	Inaccurate	0																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														
1097	Hypothalamus	Uncertain	0																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														
1097	Hypothalamus	Damaged	1929																		0	12	11	16	58	26	9	9	0	33	75	64	53	123	84	128	139	124	134	128	181	123	121	76	80	47	37	27	11														
313	Midbrain	N/A	1436																																								76	93	77	61	75	115	100	78	82	69	77	63	54	42	73	77	93	51	36	29	15
313	Midbrain	Accurate	0																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	Midbrain	Inaccurate	0																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	Midbrain	Uncertain	0																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	Midbrain	Damaged	141																																								2	2	2	8	6	21	17	5	4	2	16	10	11	19	7	5	4	0	0	0	0
339	Midbrain, sensory related	N/A	968																																															52	48	51	64	48	67	56	71	71	88	80	82	88	102
339	Midbrain, sensory related	Accurate	0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0
339	Midbrain, sensory related	Inaccurate	0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0
339	Midbrain, sensory related	Uncertain	0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0
339	Midbrain, sensory related	Damaged	22																																															0	0	0	3	1	1	8	2	0	0	0	0	0	7
323	Midbrain, motor related	N/A	5939																																								98	225	312	313	351	353	363	420	405	460	428	314	389	304	217	234	265	136	122	122	108
323	Midbrain, motor related	Accurate	0																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	Midbrain, motor related	Inaccurate	0																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	Midbrain, motor related	Uncertain	0																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	Midbrain, motor related	Damaged	150																																								1	1	1	11	10	5	0	3	3	0	18	26	26	20	0	2	2	0	0	8	13
348	Midbrain, behavioral state related	N/A	342																																										5	6	8	6	21	19	22	39	35	25	21	4	23	34	37	19	18		
348	Midbrain, behavioral state related	Accurate	0																																										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
348	Midbrain, behavioral state related	Inaccurate	0																																										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
348	Midbrain, behavioral state related	Uncertain	0																																										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
348	Midbrain, behavioral state related	Damaged	153																																										0	1	1	5	8	28	26	22	19	22	18	0	3	0	0	0	0		
1065	Hindbrain	N/A	0																																																												
1065	Hindbrain	Accurate	0																																																												
1065	Hindbrain	Inaccurate	0																																																												
1065	Hindbrain	Uncertain	0																																																												
1065	Hindbrain	Damaged	0																																																												
771	Pons	N/A	640																																															26	24	11	16	6	58	34	49	50	90	46	76	81	73
771	Pons	Accurate	0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0
771	Pons	Inaccurate	0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0
771	Pons	Uncertain	0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0
771	Pons	Damaged	201																																															26	21	13	9	12	10	20	20	25	35	2	3	5	0
1132	Pons, sensory related	N/A	406																																																					27	23	44	67	44	51	68	82
1132	Pons, sensory related	Accurate	0																																																					0	0	0	0	0	0	0	0
1132	Pons, sensory related	Inaccurate	0																																																					0	0	0	0	0	0	0	0
1132	Pons, sensory related	Uncertain	0																																																					0	0	0	0	0	0	0	0
1132	Pons, sensory related	Damaged	11																																																					0	2	0	0	2	4	3	0
987	Pons, motor related	N/A	864																																															62	56	90	76	36	54	40	24	6	23	122	70	96	109
987	Pons, motor related	Accurate	0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0
987	Pons, motor related	Inaccurate	0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0
987	Pons, motor related	Uncertain	0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0
987	Pons, motor related	Damaged	226																																															8	23	29	37	32	19	51	12	9	2	1	0	3	0
1117	Pons, behavioral state related	N/A	578																																																				48	65	130	159	156	8		1	11
1117	Pons, behavioral state related	Accurate	0																																																				0	0	0	0	0	0		0	0
1117	Pons, behavioral state related	Inaccurate	0																																																				0	0	0	0	0	0		0	0
1117	Pons, behavioral state related	Uncertain	0																																																				0	0	0	0	0	0		0	0
1117	Pons, behavioral state related	Damaged	174																																																				19	37	20	51	47	0		0	0
354	Medulla	N/A	0																																																												
354	Medulla	Accurate	0																																																												
354	Medulla	Inaccurate	0																																																												
354	Medulla	Uncertain	0																																																												
354	Medulla	Damaged	0																																																												
386	Medulla, sensory related	N/A	37																																																								6	5	5	7	14
386	Medulla, sensory related	Accurate	0																																																								0	0	0	0	0
386	Medulla, sensory related	Inaccurate	0																																																								0	0	0	0	0
386	Medulla, sensory related	Uncertain	0																																																								0	0	0	0	0
386	Medulla, sensory related	Damaged	10																																																								5	1	3	1	0
370	Medulla, motor related	N/A	0																																																												
370	Medulla, motor related	Accurate	0																																																												
370	Medulla, motor related	Inaccurate	0																																																												
370	Medulla, motor related	Uncertain	0																																																												
370	Medulla, motor related	Damaged	0																																																												
379	Medulla, behavioral state related	N/A	0																																																						0	0					
379	Medulla, behavioral state related	Accurate	0																																																						0	0					
379	Medulla, behavioral state related	Inaccurate	0																																																						0	0					
379	Medulla, behavioral state related	Uncertain	0																																																						0	0					
379	Medulla, behavioral state related	Damaged	6																																																						2	4					
512	Cerebellum	N/A	0																																																												
512	Cerebellum	Accurate	0																																																												
512	Cerebellum	Inaccurate	0																																																												
512	Cerebellum	Uncertain	0																																																												
512	Cerebellum	Damaged	0																																																												
528	Cerebellar cortex	N/A	76																																																									8	11	20	37
528	Cerebellar cortex	Accurate	0																																																									0	0	0	0
528	Cerebellar cortex	Inaccurate	0																																																									0	0	0	0
528	Cerebellar cortex	Uncertain	0																																																									0	0	0	0
528	Cerebellar cortex	Damaged	5																																																									0	0	0	5
519	Cerebellar nuclei	N/A	0																																																												
519	Cerebellar nuclei	Accurate	0																																																												
519	Cerebellar nuclei	Inaccurate	0																																																												
519	Cerebellar nuclei	Uncertain	0																																																												
519	Cerebellar nuclei	Damaged	0																																																												
1009	fiber tracts	N/A	7969	42	23	23	18	17	18	12	13	17	18	32	83	83	96	112	119	131	126	111	101	165	136	158	154	129	227	200	196	217	239	225	196	209	229	266	253	259	286	284	281	220	176	146	160	156	146	159	157	163	158	130	124	119	94	73	68	44	60	59	53
1009	fiber tracts	Accurate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1009	fiber tracts	Inaccurate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1009	fiber tracts	Uncertain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1009	fiber tracts	Damaged	471	2	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	19	12	7	21	16	13	12	2	18	18	24	21	12	7	9	5	6	4	4	9	5	4	6	2	37	4	0	1	11	10	17	26	25	24	14	6	12	13	0	2	2	2
73	ventricular systems	N/A	762													2	3	0	5	9	12	4	15	1	3	11	2	19	61	49	28	35	52	20	31	18	17	18	20	18	23	28	67	32	34	30	33	21	12	2			1	1	1	1	7	6	8	2		0	
73	ventricular systems	Accurate	0													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0		0	
73	ventricular systems	Inaccurate	0													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0		0	
73	ventricular systems	Uncertain	0													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0		0	
73	ventricular systems	Damaged	431													0	0	4	0	0	0	3	2	7	24	2	22	33	32	28	36	37	32	27	11	9	14	7	6	14	21	11	8	19	11	10	0	0	0	0			0	0	0	0	0	0	0	0		1	
